,TimeStamp,AI0_Vibration,AI1_Vibration,AI2_Current,Equipment_state
4813,16:37.0,0.108162,0.144455,-20.209196,0
4814,16:37.1,-0.001079,0.026506,-75.613865,0
4815,16:37.2,-0.079122,-0.076695,-123.97625,0
4816,16:37.3,0.018675,-0.078591,-163.47971,0
4817,16:37.4,-0.050682,-0.036936,-161.11662,0
4818,16:37.5,-0.020743,0.107432,-136.9939,0
4819,16:37.6,0.106027,0.132477,-97.058189,0
4820,16:37.7,0.001032,-0.022994,-47.945744,0
4821,16:37.8,0.009252,-0.091455,7.171036,0
4822,16:37.9,0.022172,-0.10375,66.417106,0
4823,16:38.0,-0.097162,-0.037129,116.5507,0
4824,16:38.1,-0.005609,0.13166,161.66379,0
4825,16:38.2,0.037885,0.094943,171.48664,0
4826,16:38.3,0.021854,-0.061618,150.80358,0
4827,16:38.4,0.054722,-0.117011,113.60122,0
4828,16:38.5,-0.043484,-0.123176,63.990005,0
4829,16:38.6,-0.014011,0.042117,10.818483,0
4830,16:38.7,0.044266,0.151369,-50.810343,0
4831,16:38.8,-0.018824,-0.016171,-104.90252,0
4832,16:38.9,0.033389,-0.102706,-153.99768,0
4833,16:39.0,0.019572,-0.121632,-176.56126,0
4834,16:39.1,-0.058447,-0.036993,-162.0809,0
4835,16:39.2,0.013328,0.156296,-128.9921,0
4836,16:39.3,-0.00629,0.085872,-79.040656,0
4837,16:39.4,-0.095652,-0.044123,-24.836186,0
4838,16:39.5,0.01947,-0.087776,36.792402,0
4839,16:39.6,-0.001636,-0.125866,94.933164,0
4840,16:39.7,-0.107618,0.02201,146.48094,0
4841,16:39.8,0.058911,0.199291,179.97708,0
4842,16:39.9,0.015939,0.078958,174.06716,0
4843,16:40.0,-0.084299,-0.078501,145.08654,0
4844,16:40.1,0.07492,-0.094361,97.562206,0
4845,16:40.2,-0.00637,-0.121484,43.961173,0
4846,16:40.3,-0.023434,0.00792,-15.768291,0
4847,16:40.4,0.072479,0.122464,-77.572832,0
4848,16:40.5,-0.048649,0.004901,-130.94641,0
4849,16:40.6,-0.023457,-0.034507,-174.50597,0
4850,16:40.7,-0.012784,0.027039,-180.60865,0
4851,16:40.8,-0.042598,0.100688,-157.29286,0
4852,16:40.9,0.052622,0.156364,-115.23296,0
4853,16:41.0,0.019629,0.030434,-61.023362,0
4854,16:41.1,0.079711,-0.148244,-3.194571,0
4855,16:44.3,0.051013,0.241377,-174.35159,0
4856,16:44.4,-0.012292,0.16304,-235.70898,0
4857,16:44.5,-0.056105,-0.180657,-263.3057,0
4858,16:44.6,-0.026019,-0.231055,-237.38828,0
4859,16:44.7,-0.174894,-0.082758,-184.84821,0
4860,16:44.8,-0.04172,0.085315,-109.10322,0
4861,16:44.9,0.152194,0.291525,-23.877266,0
4862,16:45.0,-0.029879,0.048792,67.499646,0
4863,16:45.1,-0.030219,-0.248618,152.26712,0
4864,16:45.2,-0.058375,-0.161209,218.26627,0
4865,16:45.3,-0.154469,-0.033655,262.28205,0
4866,16:45.4,0.118168,0.230739,252.36407,0
4867,16:45.5,0.167952,0.24341,206.33998,0
4868,16:45.6,-0.011759,-0.139502,137.51878,0
4869,16:45.7,-0.017072,-0.21306,53.055412,0
4870,16:45.8,-0.097646,-0.092159,-36.289815,0
4871,16:45.9,-0.043923,0.064017,-126.60386,0
4872,16:46.0,0.134358,0.296861,-197.15466,0
4873,16:46.1,0.128602,0.104718,-250.83116,0
4874,16:46.2,0.13681,-0.204488,-259.23458,0
4875,16:46.3,0.034335,-0.154068,-221.33198,0
4876,16:46.4,-0.059953,-0.042863,-161.44695,0
4877,16:46.5,0.076025,0.166083,-80.716381,0
4878,16:46.6,0.06969,0.286212,5.668402,0
4879,16:46.7,0.070995,-0.032032,97.895396,0
4880,16:46.8,0.105793,-0.25434,175.62129,0
4881,16:46.9,-0.019536,-0.136573,236.16448,0
4882,16:47.0,0.032235,0.057659,264.58457,0
4883,16:47.1,0.159221,0.278332,238.25434,0
4884,16:47.2,0.025173,0.165322,185.14015,0
4885,16:47.3,-0.051382,-0.161141,109.77961,0
4886,16:47.4,0.020121,-0.15165,24.605635,0
4887,16:47.5,-0.085759,-0.076173,-67.10554,0
4888,16:47.6,0.002739,0.093842,-151.80435,0
4889,16:47.7,0.227738,0.316877,-215.11522,0
4890,16:52.4,-0.052785,-0.030797,23.620012,0
4891,16:52.5,0.018615,-0.026074,78.106651,0
4892,16:52.6,-0.001605,0.07505,105.72006,0
4893,16:52.7,-0.063912,-0.007148,110.26694,0
4894,16:52.8,0.093706,-0.06019,109.36715,0
4895,16:52.9,-0.002434,0.018125,93.916427,0
4896,16:53.0,-0.045678,-0.008397,70.468196,0
4897,16:53.1,0.064482,0.012164,30.426983,0
4898,16:53.2,-0.0665,0.033701,-6.304384,0
4899,16:53.3,-0.011766,-0.035111,-56.951768,0
4900,16:53.4,0.080093,-0.004082,-98.058593,0
4901,16:53.5,-0.040774,0.019896,-106.23242,0
4902,16:53.6,-0.020372,-0.039164,-110.16775,0
4903,16:53.7,0.011054,0.025709,-98.680627,0
4904,16:53.8,-0.011403,0.06465,-79.172978,0
4905,16:53.9,0.046862,-0.025847,-42.547708,0
4906,16:54.0,0.038813,-0.003935,-3.704906,0
4907,16:54.1,-0.045463,-0.036496,40.57229,0
4908,16:54.2,-0.03638,-0.07093,91.691982,0
4909,16:54.3,0.032954,0.060858,106.57848,0
4910,16:54.4,0.015436,0.041694,110.76237,0
4911,16:54.5,0.018104,0.013708,103.72771,0
4912,17:00.3,0.127007,0.071098,85.484992,0
4913,17:00.4,0.019662,-0.049519,54.395325,0
4914,17:00.5,0.100815,-0.082308,4.379988,0
4915,17:00.6,-0.02079,-0.030775,-41.795616,0
4916,17:00.7,-0.139863,0.058393,-88.832985,0
4917,17:00.8,-0.004225,0.135198,-128.51097,0
4918,17:00.9,-0.062036,0.05325,-127.10263,0
4919,17:01.0,-0.023946,-0.05951,-116.8703,0
4920,17:01.1,0.145581,-0.070398,-93.533289,0
4921,17:09.5,-0.049431,-0.041624,141.86181,0
4922,17:09.6,0.096708,-0.111969,181.50296,0
4923,17:09.7,-0.005312,-0.08748,164.89448,0
4924,17:09.8,-0.104824,-0.035221,137.20359,0
4925,17:09.9,0.117848,0.196533,94.38337,0
4926,17:10.0,-0.020151,0.113405,44.12592,0
4927,17:10.1,-0.016893,-0.121313,-20.58995,0
4928,17:10.2,0.131892,-0.074605,-80.284605,0
4929,17:10.3,-0.123954,-0.064592,-122.91981,0
4930,17:10.4,-0.038237,0.042083,-173.0385,0
4931,17:10.5,0.101,0.184794,-171.88444,0
4932,17:10.6,-0.056447,-0.023856,-145.01073,0
4933,17:10.7,0.057687,-0.13085,-109.18261,0
4934,17:10.8,0.082244,-0.048652,-60.151107,0
4935,17:10.9,-0.078302,-0.011822,-2.970934,0
4936,17:11.0,0.002771,0.135998,63.762315,0
4937,17:11.1,0.013307,0.139211,106.99846,0
4938,17:11.2,-0.063259,-0.094076,159.57465,0
4939,17:11.3,0.056472,-0.122244,179.38556,0
4940,17:11.4,0.003782,-0.030362,154.89306,0
4941,17:11.5,-0.018323,0.033614,124.58684,0
4942,17:11.6,0.09278,0.175632,76.991806,0
4943,17:11.7,-0.054858,0.029163,24.403456,0
4944,17:11.8,0.003975,-0.153522,-43.185835,0
4945,17:11.9,0.003521,-0.053443,-92.820775,0
4946,17:12.0,-0.167153,-0.035868,-140.9166,0
4947,17:12.1,0.084538,0.130628,-177.66955,0
4948,17:12.2,0.058368,0.186259,-161.77048,0
4949,17:12.3,-0.058809,-0.099185,-135.12851,0
4950,17:12.4,0.099876,-0.112071,-92.875969,0
4951,17:12.5,-0.086261,-0.081134,-43.767457,0
4952,17:12.6,-0.113009,-0.024628,18.814804,0
4953,17:12.7,0.083084,0.168502,76.833377,0
4954,17:12.8,-0.037045,0.07217,122.23674,0
4955,17:12.9,-0.018437,-0.104351,171.30735,0
4956,17:13.0,0.083028,-0.075593,170.88391,0
4957,17:13.1,-0.127825,-0.040137,146.15239,0
4958,17:13.2,-0.036307,0.065517,110.0501,0
4959,17:13.3,0.121754,0.19181,61.767347,0
4960,17:13.4,-0.072489,-0.062253,5.511761,0
4961,17:13.5,0.043961,-0.179987,-58.050163,0
4962,17:13.6,0.029406,-0.04654,-103.53102,0
4963,17:13.7,-0.147762,0.001098,-155.08069,0
4964,17:13.8,0.098956,0.160521,-172.13192,0
4965,17:13.9,0.00217,0.102131,-151.51419,0
4966,17:14.0,-0.06847,-0.119633,-122.61666,0
4967,17:14.1,0.108379,-0.11349,-77.62135,0
4968,17:14.2,-0.10857,-0.066567,-27.963284,0
4969,17:14.3,-0.002099,0.072385,35.60925,0
4970,17:14.4,0.09672,0.165618,85.483442,0
4971,17:16.4,0.132727,0.065306,-31.136636,0
4972,17:16.5,0.044047,-0.009069,-84.278474,0
4973,17:16.6,0.083953,0.075445,-105.96038,0
4974,17:16.7,-0.07472,0.067883,-108.32025,0
4975,17:16.8,-0.075946,0.033562,-106.60518,0
4976,17:16.9,0.058522,0.145085,-90.225588,0
4977,17:17.0,0.008772,0.03287,-65.261849,0
4978,17:17.1,0.16757,-0.038168,-22.982362,0
4979,17:17.2,0.162018,0.019666,16.000988,0
4980,17:17.3,0.001097,-0.047557,67.866453,0
4981,17:17.4,0.105036,0.04764,103.95206,0
4982,17:17.5,-0.001412,0.07759,108.02688,0
4983,17:17.6,-0.065115,-0.012101,110.14093,0
4984,17:17.7,0.075382,0.061344,97.431791,0
4985,17:17.8,-0.074175,0.028204,77.40272,0
4986,17:17.9,-0.078046,-0.012157,39.108043,0
4987,17:18.0,0.02822,0.062615,-1.337886,0
4988,17:18.1,-0.088128,0.002477,-47.84835,0
4989,17:18.2,0.031376,-0.050827,-95.573556,0
4990,17:18.3,0.042094,-0.001156,-106.00711,0
4991,17:18.4,-0.096984,-0.05757,-109.47658,0
4992,17:18.5,0.008329,-0.037634,-101.85839,0
4993,17:18.6,-0.029875,0.063433,-83.76659,0
4994,17:18.7,-0.069543,-0.022228,-52.269703,0
4995,17:18.8,0.007307,-0.040836,-9.97913,0
4996,17:18.9,-0.089298,0.025229,31.184558,0
4997,17:19.0,-0.101934,-0.053858,84.308396,0
4998,17:19.1,0.009351,-0.04003,106.1684,0
4999,17:19.2,-0.044554,0.010299,109.34485,0
5000,17:19.3,-0.009098,-0.061385,107.48543,0
5001,17:19.4,0.090992,-0.000963,91.281306,0
5002,17:19.5,-0.050208,0.000433,66.669353,0
5003,17:19.6,-0.046348,-0.054539,24.663809,0
5004,17:19.7,0.010566,0.071584,-14.29856,0
5005,17:19.8,-0.080976,-0.009682,-66.376694,0
5006,17:19.9,0.033976,-0.079221,-102.3487,0
5007,17:20.0,-0.018975,0.048742,-106.82274,0
5008,17:20.1,-0.15786,-0.012907,-109.35105,0
5009,17:20.2,-0.024164,-0.021115,-96.417081,0
5010,17:20.3,-0.132292,0.001762,-75.791845,0
5011,17:20.4,-0.067511,-0.05035,-37.47106,0
5012,17:20.5,0.155933,-0.012816,2.667785,0
5013,17:20.6,-0.04477,-0.102075,49.385911,0
5014,17:20.7,0.019069,-0.101417,96.995961,0
5015,17:20.8,0.059385,0.084868,107.22793,0
5016,17:20.9,-0.118771,0.01131,110.5745,0
5017,17:21.0,0.025302,-0.065915,102.85915,0
5018,17:21.1,-0.015524,0.03346,85.074316,0
5019,17:24.5,0.000754,0.109012,-113.85764,0
5020,17:24.6,-0.014074,0.012929,-92.813741,0
5021,17:24.7,-0.044216,-0.045711,-66.095241,0
5022,17:24.8,0.098846,-0.001921,-20.841363,0
5023,17:24.9,0.017216,-0.059437,21.215084,0
5024,17:25.0,-0.045556,0.018049,72.490462,0
5025,17:25.1,0.002434,0.050406,118.14131,0
5026,17:25.2,-0.036417,-0.077602,121.00984,0
5027,17:25.3,0.008962,-0.017509,118.21236,0
5028,17:25.4,0.053796,0.046035,101.64739,0
5029,17:25.5,-0.028674,-0.040908,77.492723,0
5030,17:25.6,-0.03443,0.011919,38.080339,0
5031,17:25.7,-0.0023,0.087929,-7.088662,0
5032,17:25.8,-0.006455,0.042084,-50.835258,0
5033,17:25.9,0.063492,-0.008279,-105.30151,0
5034,17:26.0,0.003206,-0.069348,-119.51674,0
5035,17:26.1,-0.100994,-0.034153,-117.00632,0
5036,17:26.2,0.039026,0.05304,-107.71192,0
5037,17:26.3,0.044521,-0.04034,-85.880171,0
5038,17:26.4,0.016966,-0.041056,-55.113441,0
5039,17:26.5,0.117727,0.067175,-8.406163,0
5040,17:26.6,-0.083272,-0.051001,31.476621,0
5041,17:26.7,-0.131852,-0.012014,87.7241,0
5042,17:26.8,-0.003776,0.162122,119.43497,0
5043,17:26.9,-0.059032,0.020763,117.64492,0
5044,17:27.0,0.095894,-0.086298,114.1317,0
5045,17:27.1,0.070906,-0.026103,94.834339,0
5046,17:27.2,-0.046067,0.017016,69.542059,0
5047,17:27.3,0.101741,0.040813,25.352123,0
5048,17:27.4,-0.075302,-0.077397,-15.290024,0
5049,17:27.5,-0.111371,-0.051047,-65.346368,0
5050,17:27.6,0.110222,0.09012,-111.88532,0
5051,17:27.7,-0.031501,-0.041362,-115.56126,0
5052,17:27.8,-0.028118,-0.033767,-114.86305,0
5053,17:27.9,0.037675,0.116039,-101.4346,0
5054,17:28.0,-0.062121,0.007003,-79.698095,0
5055,17:28.1,0.038912,-0.042123,-42.961007,0
5056,17:28.2,0.012062,-0.003227,0.318408,0
5057,17:28.3,-0.051108,-0.054532,43.508535,0
5058,17:28.4,0.054602,0.017516,99.648011,0
5059,17:28.5,0.032407,0.029948,116.41122,0
5060,17:28.6,0.030182,-0.047221,115.72505,0
5061,17:28.7,0.055522,0.0371,109.04564,0
5062,17:28.8,-0.05398,0.005073,89.102517,0
5063,17:28.9,-0.08292,-0.049434,59.968836,0
5064,17:29.0,0.000901,0.069764,15.336158,0
5065,17:29.1,-0.013177,0.013429,-24.064544,0
5066,17:29.2,0.047302,-0.050411,-79.16964,0
5067,17:32.5,0.032008,0.021473,-39.13105,0
5068,17:32.6,0.060686,0.031668,8.214594,0
5069,17:32.7,-0.044842,0.001525,50.170904,0
5070,17:32.8,0.059222,-0.033273,100.99651,0
5071,17:32.9,0.021415,-0.023793,119.03776,0
5072,17:33.0,-0.104345,0.001797,115.23916,0
5073,17:33.1,0.044973,0.060346,105.97135,0
5074,17:33.2,-0.03585,0.003523,83.070169,0
5075,17:33.3,-0.03954,-0.064006,54.256684,0
5076,17:33.4,0.086231,-0.036701,6.973983,0
5077,17:33.5,-0.072408,-0.013972,-34.60968,0
5078,17:33.6,0.034687,0.106441,-85.169922,0
5079,17:33.7,0.109698,0.076922,-118.28221,0
5080,17:33.8,-0.092208,-0.067412,-115.94762,0
5081,17:33.9,-0.010113,-0.037008,-110.46602,0
5082,17:34.0,-0.036282,-0.015834,-89.449059,0
5083,17:34.1,-0.077006,0.038389,-63.219555,0
5084,17:34.2,0.093565,0.040251,-19.589307,0
5085,17:34.3,-0.036123,-0.085078,25.367859,0
5086,17:34.4,-0.016459,-0.046397,71.200737,0
5087,17:34.5,0.067998,0.004568,115.72875,0
5088,17:34.6,-0.103096,-0.037598,119.97177,0
5089,17:34.7,-0.040698,0.012311,114.75016,0
5090,17:34.8,-0.005866,-0.005242,97.994339,0
5091,17:34.9,-0.044854,-0.056615,73.192128,0
5092,17:35.0,0.106304,0.005203,36.072616,0
5093,17:35.1,0.035425,0.010119,-12.534381,0
5094,17:35.2,-0.095955,-0.011282,-54.605848,0
5095,17:35.3,0.025071,0.014263,-105.43622,0
5096,17:35.4,-0.04927,-0.016618,-121.90868,0
5097,17:35.5,-0.082115,-0.072816,-116.12703,0
5098,17:35.6,0.048709,-0.0903,-104.80107,0
5099,17:35.7,-0.073702,-0.03728,-79.40043,0
5100,17:35.8,-0.020115,0.051252,-47.774917,0
5101,17:35.9,0.07909,0.011618,1.66595,0
5102,17:40.5,0.040815,-0.109834,228.56369,0
5103,17:40.6,-0.110819,0.007343,160.69521,0
5104,17:40.7,0.003577,0.164892,74.41009,0
5105,17:40.8,0.155109,0.3148,-15.613081,0
5106,17:40.9,0.139373,-0.016284,-109.84196,0
5107,17:41.0,0.104496,-0.299184,-189.21056,0
5108,17:41.1,0.040111,-0.149185,-251.18807,0
5109,17:41.2,0.064396,0.07536,-271.56833,0
5110,17:41.3,0.106142,0.252982,-244.69915,0
5111,17:41.4,0.069618,0.205355,-187.18567,0
5112,17:41.5,0.09119,-0.102954,-104.09178,0
5113,17:41.6,0.023501,-0.209562,-15.202166,0
5114,17:41.7,-0.016008,-0.052886,80.216775,0
5115,17:41.8,0.146514,0.193457,166.29531,0
5116,17:41.9,0.114804,0.300598,235.1959,0
5117,17:42.0,0.048263,0.027631,273.235,0
5118,17:42.1,0.101578,-0.181394,259.07341,0
5119,17:42.2,-0.055495,-0.186844,210.41539,0
5120,17:42.3,-0.069879,-0.0285,133.1165,0
5121,17:42.4,0.18457,0.314698,45.729881,0
5122,17:42.5,0.089918,0.214687,-46.665436,0
5123,17:42.6,-0.056335,-0.144837,-137.07556,0
5124,17:42.7,0.01267,-0.166771,-209.72767,0
5125,17:48.5,0.072901,-0.069631,-90.920459,0
5126,17:48.6,0.06752,0.038464,-68.198093,0
5127,17:48.7,0.012933,0.01058,-29.481057,0
5128,17:48.8,0.043644,-0.061366,8.346678,0
5129,17:48.9,-0.000713,0.029154,60.133464,0
5130,17:49.0,-0.005028,0.03264,97.898376,0
5131,17:49.1,0.051182,0.012828,105.80303,0
5132,17:49.2,0.010231,-0.018087,109.36416,0
5133,17:49.3,-0.030663,-0.05956,97.428333,0
5134,17:49.4,0.001682,0.071002,78.480372,0
5135,17:49.5,0.000569,0.082435,43.265348,0
5136,17:49.6,-0.014848,-0.046368,4.538894,0
5137,17:49.7,-0.016687,-0.003373,-41.971331,0
5138,17:56.5,-0.05554,-0.030831,44.947153,0
5139,17:56.6,0.05109,-0.163153,-18.909576,0
5140,18:04.6,0.011576,-0.046519,-40.269022,0
5141,18:06.3,0.04361,0.116525,108.83356,0
5142,18:06.4,0.037967,0.238118,163.68343,0
5143,18:06.5,-0.043152,0.021078,202.31035,0
5144,18:06.6,-0.076394,-0.066297,195.87805,0
5145,18:06.7,-0.041381,-0.054342,164.25683,0
5146,18:06.8,-0.110783,-0.054523,112.50903,0
5147,18:06.9,-0.093174,0.165696,48.894292,0
5148,18:07.0,0.088478,0.139209,-19.507887,0
5149,18:07.1,0.022243,-0.169237,-91.829311,0
5150,18:07.2,0.022777,-0.180806,-149.902,0
5151,18:07.3,0.062411,-0.111006,-196.54551,0
5152,18:07.4,-0.110181,-0.012925,-203.39813,0
5153,18:07.5,-0.0777,0.229354,-176.02243,0
5154,18:07.6,-0.035227,0.12823,-130.62908,0
5155,18:07.7,-0.076235,-0.141716,-67.843207,0
5156,18:07.8,-0.035,-0.169225,-1.651168,0
5157,18:07.9,-0.007548,-0.073358,72.916874,0
5158,18:08.0,0.026671,0.097599,136.21582,0
5159,18:08.1,-0.025815,0.133316,188.61439,0
5160,18:08.2,0.001103,-0.032555,211.8074,0
5161,18:08.3,-0.032321,-0.134621,191.29755,0
5162,18:08.4,-0.14591,-0.157009,151.08086,0
5163,18:08.5,-0.045684,0.028912,90.383302,0
5164,18:08.6,-0.013974,0.243364,24.247172,0
5165,18:08.7,-0.002371,0.154286,-50.033933,0
5166,18:08.8,-0.011567,-0.055034,-119.79367,0
5167,18:08.9,-0.110193,-0.215331,-175.14362,0
5168,18:09.0,-0.098022,-0.138878,-211.55467,0
5169,18:09.1,0.019416,0.092377,-201.45156,0
5170,18:09.2,0.114409,0.218693,-166.20292,0
5171,18:09.3,0.064012,0.037858,-110.74342,0
5172,18:09.4,-0.001599,-0.128547,-44.117933,0
5173,18:09.5,-0.032786,-0.114594,27.010682,0
5174,18:09.6,-0.137736,-0.103354,101.32862,0
5175,18:09.7,-0.029641,0.176709,160.44154,0
5176,18:09.8,0.146073,0.232748,207.21486,0
5177,18:09.9,0.074116,-0.098075,212.27422,0
5178,18:10.0,0.082359,-0.171542,182.19783,0
5179,18:10.1,0.045949,-0.114151,132.94388,0
5180,18:10.2,-0.0053,0.012756,66.711672,0
5181,18:10.3,0.047107,0.237857,-1.894951,0
5182,18:10.4,0.023776,0.09601,-79.051146,0
5183,18:10.5,0.06945,-0.153967,-143.10791,0
5184,18:10.6,0.074479,-0.148222,-195.00055,0
5185,18:10.7,0.095074,-0.0279,-216.56146,0
5186,18:10.8,0.154963,0.190594,-193.81347,0
5187,18:10.9,0.017713,0.212789,-151.60908,0
5188,18:11.0,0.008142,-0.018965,-88.386546,0
5189,18:11.1,0.062252,-0.17161,-20.6095,0
5190,18:11.2,-0.004857,-0.186289,54.570443,0
5191,18:13.1,0.13672,0.264697,-158.3605,0
5192,18:13.2,-0.02704,-0.096927,-208.28357,0
5193,18:13.3,0.082883,-0.229023,-223.42768,0
5194,18:13.4,-0.032875,-0.098653,-191.06855,0
5195,18:13.5,-0.115232,-0.009882,-146.32477,0
5196,18:13.6,0.042113,0.232488,-81.221352,0
5197,18:13.7,-0.017809,0.16153,-10.49018,0
5198,18:13.8,0.021337,-0.157043,73.723563,0
5199,18:13.9,0.003989,-0.19762,140.23079,0
5200,18:14.0,-0.09609,-0.072313,189.99197,0
5201,18:14.1,0.091579,0.139959,225.21677,0
5202,18:14.2,0.057065,0.227776,203.70045,0
5203,18:14.3,-0.037428,5.2e-05,163.35549,0
5204,18:14.4,0.092011,-0.188151,105.04307,0
5205,18:14.5,-0.096124,-0.190694,35.831933,0
5206,18:14.6,-0.051971,0.013846,-43.933993,0
5207,18:14.7,0.173266,0.283259,-120.95357,0
5208,18:14.8,-0.035248,0.107079,-169.69063,0
5209,18:14.9,-0.011156,-0.128785,-216.23173,0
5210,18:15.0,0.087299,-0.093941,-212.76918,0
5211,18:15.1,-0.102289,-0.125311,-174.24693,0
5212,18:15.2,-0.049122,0.050449,-125.11195,0
5213,18:15.3,0.142465,0.268727,-58.312065,0
5214,18:15.4,0.04813,0.011814,14.749171,0
5215,18:15.5,0.011675,-0.187981,99.554312,0
5216,18:15.6,0.093419,-0.073562,153.4399,0
5217,18:15.7,-0.116265,-0.046099,202.51062,0
5218,18:15.8,-0.076517,0.130615,222.59417,0
5219,18:15.9,0.152785,0.272792,188.22076,0
5220,18:16.0,0.001537,-0.056408,144.93384,0
5221,18:16.1,-0.011735,-0.2118,81.479678,0
5222,18:16.2,-0.004958,-0.061278,12.338163,0
5223,18:16.3,-0.087303,0.025904,-72.670468,0
5224,18:16.4,0.054829,0.192558,-137.95878,0
5225,18:16.5,0.028648,0.111439,-183.11848,0
5226,18:16.6,0.033961,-0.168135,-221.31219,0
5227,18:16.7,0.016409,-0.145917,-198.47324,0
5228,18:16.8,-0.157636,-0.03059,-157.41183,0
5229,18:16.9,0.044668,0.16002,-102.20684,0
5230,18:17.0,0.014457,0.234667,-35.515909,0
5231,18:17.1,-0.088449,-0.027514,43.277984,0
5232,18:17.2,0.125616,-0.150742,121.15337,0
5233,18:17.3,-0.140152,-0.186391,166.16525,0
5234,18:17.4,-0.138495,-0.06809,214.20791,0
5235,18:17.5,0.20501,0.278151,212.43503,0
5236,18:17.6,0.012413,0.144909,171.91102,0
5237,18:17.7,-0.025439,-0.153637,124.05218,0
5238,18:17.8,0.020304,-0.124277,58.082707,0
5239,18:17.9,-0.210338,-0.116977,-14.200451,0
5240,18:18.0,-0.064914,0.085009,-99.168074,0
5241,18:20.7,-0.00747,-0.021888,-0.540257,0
5242,18:20.8,0.030949,0.158651,45.34102,0
5243,18:20.9,0.004723,0.029008,94.949853,0
5244,18:21.0,0.013261,-0.031754,107.83554,0
5245,18:21.1,0.007062,0.038908,111.1144,0
5246,18:21.2,-0.0443,-0.101134,104.36822,0
5247,18:21.3,0.015634,-0.01997,87.185751,0
5248,18:21.4,0.033368,0.096469,57.434566,0
5249,18:21.5,0.020346,-0.048353,15.086295,0
5250,18:21.6,0.054405,-0.008548,-25.869492,0
5251,18:21.7,-0.080074,0.03263,-80.164561,0
5252,18:21.8,-0.076929,-0.041995,-105.27409,0
5253,18:21.9,-0.012579,0.045595,-108.55271,0
5254,18:22.0,-0.069096,0.015952,-107.55373,0
5255,18:22.1,0.077487,-0.036057,-91.815483,0
5256,18:22.2,0.064203,0.045187,-68.455347,0
5257,18:22.3,-0.046775,-0.05982,-27.438167,0
5258,18:22.4,-0.021786,-0.049965,11.876346,0
5259,18:22.5,-0.086648,0.086819,63.629635,0
5260,18:22.6,-0.026725,-0.009479,102.48829,0
5261,18:22.7,0.047661,-0.018426,108.27161,0
5262,18:22.8,-0.028769,0.010786,110.94262,0
5263,18:22.9,-0.015917,-0.087181,98.98628,0
5264,18:23.0,-0.002917,-0.012113,79.804311,0
5265,18:23.1,-0.034014,0.027453,43.316131,0
5266,18:23.2,0.002317,-0.033639,2.544165,0
5267,18:23.3,-0.011239,0.035627,-44.105535,0
5268,18:23.4,-0.048943,-0.030664,-93.815338,0
5269,18:23.5,-0.039441,-0.040031,-106.24064,0
5270,18:23.6,-0.028939,0.096583,-109.87307,0
5271,18:23.7,-0.013237,-0.035944,-103.22417,0
5272,18:23.8,0.036365,-0.089281,-85.48833,0
5273,18:23.9,0.027214,0.008266,-55.437691,0
5274,18:24.0,-0.053394,-0.047025,-12.986781,0
5275,18:24.1,-0.02534,-0.036046,28.314594,0
5276,18:24.2,-0.035706,0.005189,82.296381,0
5277,18:24.3,-0.016314,0.032539,106.84921,0
5278,18:24.4,0.068858,0.066349,110.02804,0
5279,18:24.5,-0.027724,-0.083911,108.65451,0
5280,18:24.6,-0.043653,-0.074931,93.008768,0
5281,18:28.9,-0.026643,-0.023048,-187.99021,0
5282,18:29.0,-0.09843,-0.123695,-172.38893,0
5283,18:29.1,-0.111236,-0.068609,-137.92814,0
5284,18:29.2,-0.207149,-0.10352,-85.387598,0
5285,18:29.3,-0.07544,0.082662,-27.243737,0
5286,18:29.4,0.046177,0.096082,38.090353,0
5287,18:29.5,0.037401,-0.174035,98.652971,0
5288,18:29.6,0.067805,-0.189975,149.58312,0
5289,18:29.7,0.008052,-0.090475,187.65917,0
5290,18:29.8,-0.027597,0.024715,183.94556,0
5291,18:29.9,-0.094615,0.172921,154.64963,0
5292,18:30.0,-0.188915,0.049999,105.94417,0
5293,18:30.1,-0.101722,-0.131574,47.294026,0
5294,18:30.2,-0.089449,-0.163397,-17.075421,0
5295,18:30.3,-0.007195,-0.105609,-82.905422,0
5296,18:30.4,0.137627,0.103813,-135.92197,0
5297,18:30.5,0.054919,0.12241,-181.85022,0
5298,18:30.6,-0.016732,-0.050546,-191.36729,0
5299,18:30.7,-0.040097,-0.157834,-167.14444,0
5300,18:30.8,-0.124338,-0.171163,-123.68597,0
5301,18:30.9,-0.106377,0.013759,-64.972647,0
5302,18:31.0,0.088388,0.237146,-2.443791,0
5303,18:31.1,0.10627,0.139701,66.292651,0
5304,18:31.2,-0.018185,-0.121379,123.63566,0
5305,18:31.3,0.005328,-0.164408,173.96249,0
5306,18:31.4,-0.080991,-0.144028,197.94204,0
5307,18:36.7,0.04263,0.031028,-13.680937,0
5308,18:36.8,0.037442,0.02081,-65.509923,0
5309,18:36.9,0.050691,-0.001294,-102.87334,0
5310,18:37.0,-0.01954,0.011864,-107.0161,0
5311,18:37.1,-0.056166,-0.079666,-109.96701,0
5312,18:37.2,-0.01576,0.059184,-97.035658,0
5313,18:37.3,0.002099,0.149352,-77.149758,0
5314,18:37.4,0.054744,-0.051249,-39.808278,0
5315,18:37.5,0.077076,-0.025193,1.464248,0
5316,18:37.6,0.006754,0.001816,47.836309,0
5317,18:37.7,-0.001545,-0.066712,96.910369,0
5318,18:37.8,-0.01425,0.071457,107.86308,0
